UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XAPPLCNAN,APPLCNAN,XAPPLCNUN,APPLCNUN,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XADMSSNAN,ADMSSNAN,XADMSSNUN,ADMSSNUN,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLAN,ENRLAN,XENRLUN,ENRLUN,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLFTAN,ENRLFTAN,XENRLFTUN,ENRLFTUN,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XENRLPTAN,ENRLPTAN,XENRLPTUN,ENRLPTUN,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR50,SATVR50,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT50,SATMT50,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM50,ACTCM50,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN50,ACTEN50,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT50,ACTMT50,XACTMT75,ACTMT75   
100654,1,3,1,3,3,3,5,1,3,3,3,3,R,15628,R,5247,R,10381,A,,R,0.0,R,10349.0,R,3409.0,R,6940.0,A,,R,0.0,R,1956.0,R,799.0,R,1157.0,A,,R,0.0,R,1944.0,R,793.0,R,1151.0,A,,R,0.0,R,12.0,R,6.0,R,6.0,A,,R,0.0,R,462.0,R,24.0,R,1312.0,R,67.0,R,420.0,R,480.0,R,540.0,R,390.0,R,460.0,R,520.0,R,14.0,R,17.0,R,19.0,R,13.0,R,15.0,R,20.0,R,14.0,R,16.0,R,17.0
100663,1,3,1,1,3,3,5,3,3,3,3,3,R,10919,R,3973,R,6918,A,,R,28.0,R,9655.0,R,3329.0,R,6301.0,A,,R,25.0,R,2095.0,R,694.0,R,1398.0,A,,R,3.0,R,2057.0,R,679.0,R,1375.0,A,,R,3.0,R,38.0,R,15.0,R,23.0,A,,R,0.0,R,112.0,R,5.0,R,1021.0,R,49.0,R,570.0,R,640.0,R,700.0,R,560.0,R,620.0,R,700.0,R,22.0,R,26.0,R,30.0,R,22.0,R,26.0,R,33.0,R,20.0,R,24.0,R,27.0
100706,1,3,1,3,3,3,5,1,3,3,3,3,R,6074,R,2984,R,3090,S,,S,,R,4510.0,R,2374.0,R,2136.0,S,,S,,R,1176.0,R,771.0,R,405.0,S,,S,,R,1162.0,R,764.0,R,398.0,S,,S,,R,14.0,R,7.0,R,7.0,S,,S,,R,68.0,R,6.0,R,686.0,R,58.0,R,595.0,R,650.0,R,700.0,R,600.0,R,680.0,R,740.0,R,25.0,R,28.0,R,31.0,R,24.0,R,28.0,R,33.0,R,24.0,R,27.0,R,29.0
100724,1,3,1,3,3,3,5,1,3,1,1,5,R,5346,R,1810,R,3490,S,,S,,R,5113.0,R,1707.0,R,3362.0,S,,S,,R,951.0,R,353.0,R,589.0,S,,S,,R,909.0,R,341.0,R,560.0,S,,S,,R,42.0,R,12.0,R,29.0,S,,S,,R,88.0,R,9.0,R,312.0,R,33.0,R,444.0,R,489.0,R,538.0,R,421.0,R,477.0,R,531.0,R,16.0,R,18.0,R,20.0,R,15.0,R,18.0,R,21.0,R,15.0,R,17.0,R,19.0
100751,1,5,1,1,3,3,5,1,3,5,5,3,R,58418,R,23331,R,35087,A,,R,0.0,R,44295.0,R,17444.0,R,26851.0,A,,R,0.0,R,8279.0,R,3520.0,R,4759.0,A,,R,0.0,R,8215.0,R,3483.0,R,4732.0,A,,R,0.0,R,64.0,R,37.0,R,27.0,A,,R,0.0,R,1468.0,R,18.0,R,3756.0,R,45.0,R,590.0,R,640.0,R,700.0,R,580.0,R,640.0,R,700.0,R,24.0,R,27.0,R,31.0,R,23.0,R,27.0,R,33.0,R,22.0,R,26.0,R,29.0
100830,1,5,1,3,3,3,5,1,3,3,3,3,R,2213,R,711,R,1501,S,,S,,R,2050.0,R,662.0,R,1387.0,S,,S,,R,413.0,R,163.0,R,250.0,S,,S,,R,408.0,R,162.0,R,246.0,S,,S,,R,5.0,R,1.0,R,4.0,S,,S,,R,11.0,R,3.0,R,237.0,R,57.0,R,500.0,R,540.0,R,595.0,R,500.0,R,560.0,R,615.0,R,18.0,R,21.0,R,24.0,R,18.0,R,21.0,R,25.0,R,16.0,R,18.0,R,23.0
100858,1,5,1,1,5,3,5,1,3,3,3,3,R,48178,R,19626,R,28552,A,,R,0.0,R,24314.0,R,10290.0,R,14024.0,A,,R,0.0,R,5935.0,R,2849.0,R,3086.0,A,,R,0.0,R,5916.0,R,2840.0,R,3076.0,A,,R,0.0,R,19.0,R,9.0,R,10.0,A,,R,0.0,R,1024.0,R,17.0,R,4211.0,R,71.0,R,630.0,R,660.0,R,690.0,R,610.0,R,650.0,R,690.0,R,25.0,R,28.0,R,31.0,R,25.0,R,28.0,R,33.0,R,24.0,R,26.0,R,29.0
100937,1,5,5,5,5,5,5,5,3,5,5,5,R,3987,R,1840,R,2147,S,,S,,R,2071.0,R,939.0,R,1132.0,S,,S,,R,148.0,R,90.0,R,58.0,S,,S,,R,148.0,R,90.0,R,58.0,S,,S,,A,,A,,A,,S,,S,,R,13.0,R,9.0,R,60.0,R,41.0,R,580.0,R,610.0,R,670.0,R,570.0,R,620.0,R,670.0,R,21.0,R,24.0,R,27.0,R,19.0,R,24.0,R,28.0,R,19.0,R,23.0,R,26.0
101189,1,3,1,3,3,3,5,1,3,3,3,3,R,1786,R,913,R,873,A,,R,0.0,R,1181.0,R,616.0,R,565.0,A,,R,0.0,R,240.0,R,151.0,R,89.0,A,,R,0.0,R,225.0,R,147.0,R,78.0,A,,R,0.0,R,15.0,R,4.0,R,11.0,A,,R,0.0,R,28.0,R,12.0,R,176.0,R,73.0,R,463.0,R,510.0,R,585.0,R,423.0,R,480.0,R,550.0,R,17.0,R,19.0,R,23.0,R,16.0,R,19.0,R,23.0,R,16.0,R,17.0,R,21.0
101365,1,3,1,3,3,3,3,1,1,3,3,3,R,127,R,14,R,113,R,0.0,R,0.0,R,120.0,R,13.0,R,107.0,A,,R,0.0,R,83.0,R,9.0,R,74.0,A,,R,0.0,R,19.0,R,1.0,R,18.0,A,,R,0.0,R,64.0,R,8.0,R,56.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
101435,1,5,1,5,5,5,5,1,3,3,5,5,R,2581,R,1278,R,1303,A,,R,0.0,R,1828.0,R,924.0,R,904.0,A,,R,0.0,R,309.0,R,183.0,R,126.0,A,,R,0.0,R,309.0,R,183.0,R,126.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,10.0,R,3.0,R,99.0,R,32.0,R,498.0,R,560.0,R,613.0,R,513.0,R,570.0,R,598.0,R,20.0,R,23.0,R,25.0,R,19.0,R,22.0,R,25.0,R,17.0,R,20.0,R,24.0
101453,5,5,1,5,1,5,1,1,5,5,1,5,R,6,R,3,R,3,A,,R,0.0,R,6.0,R,3.0,R,3.0,A,,R,0.0,R,6.0,R,3.0,R,3.0,A,,R,0.0,R,5.0,R,3.0,R,2.0,A,,R,0.0,R,1.0,R,0.0,R,1.0,A,,R,0.0,R,0.0,R,0.0,R,4.0,R,67.0,A,,A,,A,,A,,A,,A,,S,,S,,S,,S,,S,,S,,S,,S,,S,
101480,1,3,1,3,3,3,5,1,3,3,3,3,R,12008,R,4376,R,7632,A,,R,0.0,R,9152.0,R,3242.0,R,5910.0,A,,R,0.0,R,1815.0,R,756.0,R,1059.0,A,,R,0.0,R,1798.0,R,752.0,R,1046.0,A,,R,0.0,R,17.0,R,4.0,R,13.0,A,,R,0.0,R,109.0,R,6.0,R,824.0,R,45.0,R,490.0,R,540.0,R,620.0,R,480.0,R,550.0,R,640.0,R,17.0,R,20.0,R,24.0,R,16.0,R,21.0,R,25.0,R,16.0,R,18.0,R,23.0
101587,1,3,1,5,3,3,5,5,3,3,3,3,R,2041,R,804,R,1237,A,,R,0.0,R,1778.0,R,643.0,R,1135.0,A,,R,0.0,R,315.0,R,126.0,R,189.0,A,,R,0.0,R,309.0,R,125.0,R,184.0,A,,R,0.0,R,6.0,R,1.0,R,5.0,A,,R,0.0,R,14.0,R,4.0,R,310.0,R,98.0,R,470.0,R,520.0,R,550.0,R,350.0,R,385.0,R,428.0,R,17.0,R,19.0,R,22.0,R,16.0,R,20.0,R,23.0,R,16.0,R,17.0,R,20.0
101648,1,3,5,5,5,3,1,3,3,3,3,3,R,605,R,421,R,184,A,,R,0.0,R,358.0,R,256.0,R,102.0,A,,R,0.0,R,173.0,R,130.0,R,43.0,A,,R,0.0,R,173.0,R,130.0,R,43.0,A,,R,0.0,A,,A,,A,,A,,A,,R,51.0,R,29.0,R,123.0,R,71.0,R,500.0,R,550.0,R,630.0,R,510.0,R,550.0,R,610.0,R,17.0,R,19.0,R,23.0,R,15.0,R,19.0,R,23.0,R,16.0,R,19.0,R,24.0
101693,1,3,5,3,3,3,5,1,3,3,3,3,R,1735,R,574,R,1141,A,,R,20.0,R,1258.0,R,412.0,R,845.0,A,,R,1.0,R,288.0,R,117.0,R,171.0,A,,R,0.0,R,288.0,R,117.0,R,171.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,3.0,R,1.0,R,104.0,R,36.0,S,,S,,S,,S,,S,,S,,R,21.0,R,25.0,R,27.0,R,21.0,R,25.0,R,28.0,R,19.0,R,23.0,R,26.0
101709,1,3,1,3,3,3,3,1,3,3,3,3,R,6210,R,1963,R,3787,R,90.0,R,370.0,R,3347.0,R,1066.0,R,2139.0,R,53.0,R,89.0,R,501.0,R,222.0,R,264.0,R,15.0,R,0.0,R,499.0,R,220.0,R,264.0,R,15.0,R,0.0,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
101879,1,3,1,3,3,3,3,1,3,3,3,3,R,4398,R,1459,R,2939,R,0.0,R,0.0,R,4243.0,R,1411.0,R,2832.0,A,,R,0.0,R,1106.0,R,389.0,R,717.0,A,,R,0.0,R,1083.0,R,381.0,R,702.0,A,,R,0.0,R,23.0,R,8.0,R,15.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
101912,1,3,1,3,5,3,3,1,3,3,5,3,R,2370,R,952,R,1405,S,,S,,R,1197.0,R,469.0,R,726.0,S,,S,,R,290.0,R,128.0,R,162.0,S,,S,,R,286.0,R,126.0,R,160.0,S,,S,,R,4.0,R,2.0,R,2.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
102049,1,5,1,5,1,5,5,1,3,5,1,3,R,4541,R,1621,R,2920,A,,R,0.0,R,3734.0,R,1297.0,R,2437.0,A,,R,0.0,R,1080.0,R,373.0,R,707.0,A,,R,0.0,R,1080.0,R,373.0,R,707.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,289.0,R,27.0,R,718.0,R,66.0,R,550.0,R,600.0,R,650.0,R,520.0,R,560.0,R,610.0,R,23.0,R,25.0,R,29.0,R,22.0,R,26.0,R,30.0,R,20.0,R,24.0,R,27.0
102094,1,3,1,3,3,3,5,1,3,3,3,3,R,12593,R,4631,R,7930,S,,S,,R,8247.0,R,3004.0,R,5229.0,S,,S,,R,1920.0,R,700.0,R,1220.0,S,,S,,R,1898.0,R,695.0,R,1203.0,S,,S,,R,22.0,R,5.0,R,17.0,S,,S,,R,123.0,R,6.0,R,1589.0,R,83.0,R,520.0,R,560.0,R,610.0,R,495.0,R,540.0,R,590.0,R,19.0,R,22.0,R,26.0,R,20.0,R,22.0,R,26.0,R,17.0,R,20.0,R,25.0
102234,1,3,5,5,5,3,5,1,3,3,5,3,R,2279,R,923,R,1356,S,,S,,R,1347.0,R,355.0,R,992.0,S,,S,,R,249.0,R,125.0,R,124.0,S,,S,,R,242.0,R,124.0,R,118.0,S,,S,,R,7.0,R,1.0,R,6.0,S,,S,,R,3.0,R,4.0,R,97.0,R,57.0,S,,S,,S,,S,,S,,S,,R,19.0,R,21.0,R,24.0,R,20.0,R,23.0,R,28.0,R,18.0,R,22.0,R,26.0
102270,1,3,1,3,3,3,3,1,3,3,3,3,R,2440,R,802,R,1638,A,,R,0.0,R,1811.0,R,621.0,R,1190.0,A,,R,0.0,R,200.0,R,99.0,R,101.0,A,,R,0.0,R,170.0,R,80.0,R,90.0,A,,R,0.0,R,30.0,R,19.0,R,11.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
102298,1,5,5,1,5,5,3,1,5,5,5,5,R,8900,R,2891,R,6009,A,,R,0.0,R,8833.0,R,2856.0,R,5977.0,A,,R,0.0,R,204.0,R,113.0,R,91.0,A,,R,0.0,R,204.0,R,113.0,R,91.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
102368,1,3,1,5,3,3,5,1,5,3,3,3,R,7947,R,3040,R,4907,R,0.0,R,0.0,R,7360.0,R,2784.0,R,4576.0,A,,R,0.0,R,1717.0,R,688.0,R,1029.0,A,,R,0.0,R,1446.0,R,587.0,R,859.0,A,,R,0.0,R,271.0,R,101.0,R,170.0,A,,R,0.0,R,109.0,R,6.0,R,971.0,R,57.0,R,490.0,R,540.0,R,590.0,R,460.0,R,510.0,R,570.0,R,18.0,R,21.0,R,25.0,R,18.0,R,21.0,R,25.0,R,16.0,R,19.0,R,23.0
102377,1,5,1,5,5,5,5,1,3,3,5,3,R,11742,R,3874,R,7868,A,,R,0.0,R,3690.0,R,1144.0,R,2546.0,A,,R,0.0,R,859.0,R,301.0,R,558.0,A,,R,0.0,R,859.0,R,301.0,R,558.0,A,,R,0.0,A,,A,,A,,A,,A,,R,68.0,R,8.0,R,598.0,R,70.0,R,495.0,R,570.0,R,645.0,R,500.0,R,555.0,R,610.0,R,18.0,R,22.0,R,26.0,R,17.0,R,21.0,R,25.0,R,18.0,R,20.0,R,23.0
102395,1,3,1,3,3,3,3,1,3,3,3,3,R,119,R,96,R,23,A,,R,0.0,R,42.0,R,38.0,R,4.0,A,,R,0.0,R,29.0,R,28.0,R,1.0,A,,R,0.0,R,8.0,R,8.0,R,0.0,A,,R,0.0,R,21.0,R,20.0,R,1.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
102553,5,3,1,3,3,3,3,1,5,3,3,3,R,4277,R,1825,R,2451,A,,R,1.0,R,2845.0,R,1191.0,R,1653.0,A,,R,1.0,R,1306.0,R,572.0,R,734.0,A,,R,0.0,R,860.0,R,395.0,R,465.0,A,,R,0.0,R,446.0,R,177.0,R,269.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
102632,1,3,1,5,3,5,3,1,3,5,3,3,R,320,R,114,R,206,R,0.0,R,0.0,R,200.0,R,75.0,R,125.0,A,,R,0.0,R,148.0,R,55.0,R,93.0,A,,R,0.0,R,89.0,R,32.0,R,57.0,A,,R,0.0,R,59.0,R,23.0,R,36.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
102669,1,3,1,3,3,3,3,1,3,3,3,3,R,841,R,241,R,586,S,,S,,R,725.0,R,207.0,R,504.0,S,,S,,R,27.0,R,8.0,R,18.0,S,,S,,R,22.0,R,5.0,R,16.0,S,,S,,R,5.0,R,3.0,R,2.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
104151,5,5,1,5,3,3,3,1,3,3,3,3,R,68840,R,34493,R,34346,R,0.0,R,1.0,R,62084.0,R,30814.0,R,31269.0,A,,R,1.0,R,14102.0,R,7175.0,R,6926.0,A,,R,1.0,R,13987.0,R,7122.0,R,6864.0,A,,R,1.0,R,115.0,R,53.0,R,62.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
104179,1,5,1,5,3,3,5,1,5,5,5,3,R,56466,R,25638,R,30826,A,,R,2.0,R,48369.0,R,21325.0,R,27042.0,A,,R,2.0,R,9158.0,R,3817.0,R,5341.0,A,,R,0.0,R,8625.0,R,3554.0,R,5071.0,A,,R,0.0,R,533.0,R,263.0,R,270.0,A,,R,0.0,R,1182.0,R,13.0,R,2018.0,R,22.0,R,580.0,R,640.0,R,700.0,R,580.0,R,640.0,R,720.0,R,21.0,R,26.0,R,30.0,R,21.0,R,25.0,R,30.0,R,21.0,R,25.0,R,28.0
104586,5,5,1,1,5,3,5,1,3,3,5,5,R,3886,R,2601,R,1260,R,0.0,R,25.0,R,2922.0,R,1982.0,R,932.0,A,,R,8.0,R,833.0,R,598.0,R,235.0,A,,R,0.0,R,825.0,R,595.0,R,230.0,A,,R,0.0,R,8.0,R,3.0,R,5.0,A,,R,0.0,R,282.0,R,34.0,R,222.0,R,27.0,R,580.0,R,630.0,R,680.0,R,580.0,R,630.0,R,680.0,R,24.0,R,26.0,R,29.0,R,22.0,R,25.0,R,29.0,R,23.0,R,26.0,R,29.0
104717,1,3,1,3,3,3,5,1,3,3,5,3,R,47978,R,17162,R,30799,A,,R,17.0,R,28960.0,R,10888.0,R,18063.0,A,,R,9.0,R,8420.0,R,3241.0,R,5179.0,A,,R,0.0,R,7079.0,R,2786.0,R,4293.0,A,,R,0.0,R,1341.0,R,455.0,R,886.0,A,,R,0.0,R,16.0,R,0.0,R,37.0,R,0.0,R,540.0,R,570.0,R,620.0,R,518.0,R,535.0,R,555.0,R,19.0,R,21.0,R,24.0,R,19.0,R,21.0,R,24.0,R,18.0,R,20.0,R,22.0
105330,1,3,1,3,3,3,3,1,3,3,3,3,R,37805,R,13388,R,24417,A,,R,0.0,R,34383.0,R,11997.0,R,22386.0,A,,R,0.0,R,5473.0,R,2041.0,R,3432.0,A,,R,0.0,R,5362.0,R,2002.0,R,3360.0,A,,R,0.0,R,111.0,R,39.0,R,72.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
105589,1,3,1,3,5,3,3,1,3,5,1,3,R,140,R,43,R,97,S,,S,,R,138.0,R,42.0,R,96.0,S,,S,,R,23.0,R,9.0,R,14.0,S,,S,,R,23.0,R,9.0,R,14.0,S,,S,,R,0.0,R,0.0,R,0.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
105899,1,3,1,3,5,3,3,1,5,5,1,3,R,1251,R,814,R,437,A,,R,0.0,R,931.0,R,589.0,R,342.0,A,,R,0.0,C,376.0,C,232.0,R,144.0,A,,R,0.0,C,374.0,C,231.0,R,143.0,A,,R,0.0,R,2.0,R,1.0,R,1.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
106245,1,3,1,5,3,3,1,1,3,3,3,3,R,3661,R,1287,R,2374,A,,R,0.0,R,2114.0,R,764.0,R,1350.0,A,,R,0.0,R,478.0,R,215.0,R,263.0,A,,R,0.0,R,452.0,R,208.0,R,244.0,A,,R,0.0,R,26.0,R,7.0,R,19.0,A,,R,0.0,R,28.0,R,6.0,R,404.0,R,85.0,R,450.0,R,510.0,R,570.0,R,440.0,R,530.0,R,600.0,R,18.0,R,20.0,R,23.0,R,17.0,R,21.0,R,24.0,R,16.0,R,19.0,R,23.0
106342,1,3,3,5,3,3,3,3,3,3,5,3,R,2522,R,139,R,98,A,,R,2285.0,R,1653.0,R,139.0,R,98.0,A,,R,1416.0,R,237.0,R,139.0,R,98.0,A,,R,0.0,R,237.0,R,139.0,R,98.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
106397,1,5,1,5,3,3,5,5,3,3,5,5,R,28186,R,11656,R,16529,R,0.0,R,1.0,R,20202.0,R,7968.0,R,12233.0,A,,R,1.0,R,6337.0,R,2626.0,R,3711.0,A,,R,0.0,R,6290.0,R,2612.0,R,3678.0,A,,R,0.0,R,47.0,R,14.0,R,33.0,A,,R,0.0,R,1747.0,R,28.0,R,4879.0,R,77.0,R,530.0,R,570.0,R,620.0,R,520.0,R,560.0,R,600.0,R,21.0,R,24.0,R,28.0,R,21.0,R,24.0,R,28.0,R,19.0,R,23.0,R,26.0
106412,1,3,1,3,3,3,1,1,3,3,3,3,R,3792,R,1481,R,2282,A,,R,29.0,R,2182.0,R,847.0,R,1330.0,A,,R,5.0,R,411.0,R,188.0,R,223.0,A,,R,0.0,R,385.0,R,176.0,R,209.0,A,,R,0.0,R,26.0,R,12.0,R,14.0,A,,R,0.0,R,43.0,R,11.0,R,321.0,R,78.0,R,430.0,R,485.0,R,528.0,R,450.0,R,480.0,R,520.0,R,14.0,R,16.0,R,18.0,R,17.0,R,20.0,R,22.0,R,15.0,R,15.0,R,17.0
106458,1,5,1,5,3,3,5,1,3,3,3,3,R,8019,R,4108,R,3904,A,,R,7.0,R,5587.0,R,2744.0,R,2840.0,A,,R,3.0,R,1660.0,R,655.0,R,1005.0,A,,R,0.0,R,1505.0,R,598.0,R,907.0,A,,R,0.0,R,155.0,R,57.0,R,98.0,A,,R,0.0,R,57.0,R,3.0,R,1422.0,R,86.0,R,510.0,R,550.0,R,590.0,R,520.0,R,550.0,R,590.0,R,19.0,R,22.0,R,25.0,R,19.0,R,23.0,R,27.0,R,17.0,R,21.0,R,25.0
106467,1,3,1,5,3,3,5,1,3,3,3,3,R,4904,R,1991,R,2907,R,6.0,R,0.0,R,4722.0,R,1909.0,R,2807.0,R,6.0,R,0.0,R,1467.0,R,668.0,R,799.0,R,0.0,R,0.0,R,1373.0,R,637.0,R,736.0,A,,R,0.0,R,94.0,R,31.0,R,63.0,A,,R,0.0,R,29.0,R,2.0,R,1321.0,R,90.0,R,480.0,R,530.0,R,580.0,R,460.0,R,500.0,R,570.0,R,17.0,R,20.0,R,24.0,R,16.0,R,21.0,R,25.0,R,16.0,R,19.0,R,24.0
106546,1,3,1,3,3,3,1,1,3,3,3,3,R,15,R,3,R,12,A,,R,0.0,R,15.0,R,3.0,R,12.0,A,,R,0.0,R,9.0,R,3.0,R,6.0,A,,R,0.0,R,9.0,R,3.0,R,6.0,A,,R,0.0,A,,A,,A,,A,,A,,R,0.0,R,0.0,R,5.0,R,56.0,A,,A,,A,,A,,A,,A,,R,17.0,R,18.0,R,23.0,R,16.0,R,16.0,R,23.0,R,14.0,R,15.0,R,18.0
106704,1,3,3,3,3,3,5,5,3,3,3,3,R,6589,R,2297,R,4292,R,0.0,R,0.0,R,5961.0,R,2035.0,R,3926.0,A,,R,0.0,R,1737.0,R,627.0,R,1110.0,A,,R,0.0,R,1731.0,R,626.0,R,1105.0,A,,R,0.0,R,6.0,R,1.0,R,5.0,A,,R,0.0,R,68.0,R,4.0,R,1625.0,R,94.0,R,490.0,R,540.0,R,570.0,R,450.0,R,510.0,R,550.0,R,19.0,R,22.0,R,25.0,R,19.0,R,22.0,R,26.0,R,17.0,R,20.0,R,24.0
106713,1,3,1,5,5,5,1,1,3,3,5,3,R,302,R,174,R,128,A,,R,0.0,R,140.0,R,68.0,R,72.0,A,,R,0.0,R,104.0,R,63.0,R,41.0,A,,R,0.0,R,102.0,R,62.0,R,40.0,A,,R,0.0,R,2.0,R,1.0,R,1.0,A,,R,0.0,R,9.0,R,9.0,R,79.0,R,76.0,R,435.0,R,510.0,R,570.0,R,490.0,R,530.0,R,575.0,R,17.0,R,19.0,R,22.0,R,16.0,R,20.0,R,21.0,R,16.0,R,18.0,R,22.0
107044,5,3,1,5,1,3,1,1,3,3,3,3,R,2202,R,966,R,1236,A,,R,0.0,R,2202.0,R,966.0,R,1236.0,A,,R,0.0,R,864.0,R,421.0,R,443.0,A,,R,0.0,R,860.0,R,419.0,R,441.0,A,,R,0.0,R,4.0,R,2.0,R,2.0,A,,R,0.0,R,154.0,R,18.0,R,809.0,R,94.0,R,530.0,R,600.0,R,650.0,R,520.0,R,570.0,R,630.0,R,21.0,R,24.0,R,28.0,R,21.0,R,24.0,R,30.0,R,18.0,R,23.0,R,26.0
107071,1,5,1,3,3,3,3,1,5,3,3,5,R,1814,R,723,R,1090,R,0.0,R,1.0,R,1486.0,R,572.0,R,913.0,A,,R,1.0,R,306.0,R,161.0,R,145.0,A,,R,0.0,R,287.0,R,151.0,R,136.0,A,,R,0.0,R,19.0,R,10.0,R,9.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
107080,1,5,1,1,5,5,5,1,3,5,1,3,R,2616,R,1432,R,1184,R,0.0,R,0.0,R,1386.0,R,723.0,R,663.0,A,,R,0.0,R,275.0,R,152.0,R,123.0,A,,R,0.0,R,275.0,R,152.0,R,123.0,A,,R,0.0,A,,A,,A,,A,,A,,R,25.0,R,9.0,R,115.0,R,42.0,R,605.0,R,640.0,R,695.0,R,580.0,R,630.0,R,690.0,R,26.0,R,29.0,R,31.0,R,25.0,R,30.0,R,34.0,R,24.0,R,26.0,R,28.0
107141,1,5,1,3,5,5,5,1,3,3,5,3,R,1545,R,589,R,956,A,,R,0.0,R,1045.0,R,399.0,R,646.0,A,,R,0.0,R,384.0,R,159.0,R,225.0,A,,R,0.0,R,378.0,R,157.0,R,221.0,A,,R,0.0,R,6.0,R,2.0,R,4.0,A,,R,0.0,R,40.0,R,10.0,R,183.0,R,48.0,R,590.0,R,635.0,R,675.0,R,540.0,R,595.0,R,670.0,R,21.0,R,25.0,R,30.0,R,21.0,R,25.0,R,31.0,R,20.0,R,24.0,R,27.0
107512,5,5,1,3,5,3,5,1,3,3,3,3,R,2138,R,914,R,1224,A,,R,0.0,R,1465.0,R,597.0,R,868.0,A,,R,0.0,R,469.0,R,207.0,R,262.0,A,,R,0.0,R,464.0,R,205.0,R,259.0,A,,R,0.0,R,5.0,R,2.0,R,3.0,A,,R,0.0,R,67.0,R,14.0,R,366.0,R,79.0,R,530.0,R,590.0,R,660.0,R,530.0,R,580.0,R,630.0,R,21.0,R,25.0,R,28.0,R,21.0,R,25.0,R,30.0,R,19.0,R,23.0,R,26.0
107558,1,3,1,5,5,5,5,5,3,3,5,3,R,1916,R,782,R,1130,R,0.0,R,4.0,R,1114.0,R,446.0,R,667.0,A,,R,1.0,R,188.0,R,76.0,R,112.0,A,,R,0.0,R,188.0,R,76.0,R,112.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,25.0,R,26.0,R,75.0,R,77.0,R,510.0,R,550.0,R,580.0,R,508.0,R,530.0,R,583.0,R,18.0,R,21.0,R,23.0,R,17.0,R,21.0,R,23.0,R,17.0,R,18.0,R,21.0
