UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XAPPLCNAN,APPLCNAN,XAPPLCNUN,APPLCNUN,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XADMSSNAN,ADMSSNAN,XADMSSNUN,ADMSSNUN,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLAN,ENRLAN,XENRLUN,ENRLUN,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLFTAN,ENRLFTAN,XENRLFTUN,ENRLFTUN,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XENRLPTAN,ENRLPTAN,XENRLPTUN,ENRLPTUN,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR50,SATVR50,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT50,SATMT50,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM50,ACTCM50,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN50,ACTEN50,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT50,ACTMT50,XACTMT75,ACTMT75   
218672,1,3,1,1,3,3,3,3,3,3,3,3,R,646,R,301,R,345,A,,R,0.0,R,490.0,R,240.0,R,250.0,A,,R,0.0,R,341.0,R,172.0,R,169.0,A,,R,0.0,R,337.0,R,170.0,R,167.0,A,,R,0.0,R,4.0,R,2.0,R,2.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
218681,1,3,1,1,3,3,3,3,3,3,3,3,R,700,R,315,R,385,A,,R,0.0,R,534.0,R,250.0,R,284.0,A,,R,0.0,R,157.0,R,85.0,R,72.0,A,,R,0.0,R,148.0,R,83.0,R,65.0,A,,R,0.0,R,9.0,R,2.0,R,7.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
218690,1,3,1,1,3,3,3,3,3,3,3,3,R,594,R,227,R,367,A,,R,0.0,R,453.0,R,183.0,R,270.0,A,,R,0.0,R,278.0,R,118.0,R,160.0,A,,R,0.0,R,273.0,R,116.0,R,157.0,A,,R,0.0,R,5.0,R,2.0,R,3.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
218706,1,3,1,1,3,3,3,3,3,3,3,3,R,269,R,139,R,130,A,,R,0.0,R,188.0,R,105.0,R,83.0,A,,R,0.0,R,124.0,R,78.0,R,46.0,A,,R,0.0,R,123.0,R,77.0,R,46.0,A,,R,0.0,R,1.0,R,1.0,R,0.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
218724,1,5,1,1,5,3,5,1,3,5,5,3,R,18223,R,7780,R,10314,R,129.0,R,0.0,R,14613.0,R,5971.0,R,8558.0,R,84.0,R,0.0,R,2775.0,R,1203.0,R,1572.0,R,0.0,R,0.0,R,2769.0,R,1200.0,R,1569.0,A,,R,0.0,R,6.0,R,3.0,R,3.0,A,,R,0.0,R,726.0,R,26.0,R,248.0,R,9.0,R,530.0,R,570.0,R,610.0,R,520.0,R,550.0,R,600.0,R,20.0,R,23.0,R,26.0,R,19.0,R,22.0,R,24.0,R,18.0,R,21.0,R,25.0
218733,1,5,1,5,5,3,3,1,3,5,5,3,R,9830,R,3522,R,6308,A,,R,0.0,R,8034.0,R,2910.0,R,5124.0,A,,R,0.0,R,1079.0,R,476.0,R,603.0,A,,R,0.0,R,1029.0,R,449.0,R,580.0,A,,R,0.0,R,50.0,R,27.0,R,23.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
218742,3,3,1,1,3,3,5,5,3,3,3,3,R,3557,R,1157,R,2400,A,,R,0.0,R,2476.0,R,771.0,R,1705.0,A,,R,0.0,R,674.0,R,224.0,R,450.0,A,,R,0.0,R,670.0,R,222.0,R,448.0,A,,R,0.0,R,4.0,R,2.0,R,2.0,A,,R,0.0,R,41.0,R,6.0,R,23.0,R,3.0,R,510.0,R,550.0,R,610.0,R,490.0,R,510.0,R,560.0,R,19.0,R,22.0,R,25.0,R,18.0,R,21.0,R,24.0,R,16.0,R,23.0,R,24.0
218821,1,3,1,3,3,3,3,1,3,3,3,3,R,1946,R,765,R,1181,A,,R,0.0,R,1584.0,R,587.0,R,997.0,A,,R,0.0,R,450.0,R,203.0,R,247.0,A,,R,0.0,R,443.0,R,201.0,R,242.0,A,,R,0.0,R,7.0,R,2.0,R,5.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
218964,1,3,1,1,5,3,5,1,3,3,5,3,R,5858,R,1795,R,4063,A,,R,0.0,R,4397.0,R,1312.0,R,3085.0,A,,R,0.0,R,867.0,R,267.0,R,600.0,A,,R,0.0,R,864.0,R,265.0,R,599.0,A,,R,0.0,R,3.0,R,2.0,R,1.0,A,,R,0.0,R,226.0,R,26.0,R,157.0,R,18.0,R,520.0,R,580.0,R,630.0,R,490.0,R,540.0,R,590.0,R,20.0,R,23.0,R,26.0,A,,A,,A,,A,,A,,A,
218973,1,5,1,5,5,5,5,1,3,5,1,5,R,4183,R,1928,R,2255,R,0.0,R,0.0,R,2451.0,R,996.0,R,1455.0,A,,R,0.0,R,510.0,R,229.0,R,281.0,A,,R,0.0,R,509.0,R,229.0,R,280.0,A,,R,0.0,R,1.0,R,0.0,R,1.0,A,,R,0.0,R,161.0,R,32.0,R,108.0,R,21.0,R,610.0,R,647.0,R,680.0,R,590.0,R,634.0,R,670.0,R,27.0,R,28.0,R,31.0,R,26.0,R,29.0,R,33.0,R,7.0,R,8.0,R,9.0
219000,1,5,1,5,5,3,5,1,3,5,5,3,R,3330,R,1638,R,1678,S,,S,,R,1973.0,R,852.0,R,1117.0,S,,S,,R,456.0,R,177.0,R,275.0,S,,S,,R,454.0,R,177.0,R,273.0,S,,S,,R,2.0,Z,0.0,R,2.0,S,,S,,R,28.0,R,6.0,R,272.0,R,60.0,R,530.0,R,570.0,R,640.0,R,545.0,R,590.0,R,650.0,R,21.0,R,24.0,R,27.0,R,20.0,R,23.0,R,26.0,R,20.0,R,24.0,R,26.0
219046,1,1,1,1,3,3,5,3,3,3,3,3,R,1617,R,526,R,1091,A,,R,0.0,R,1527.0,R,500.0,R,1027.0,A,,R,0.0,R,489.0,R,170.0,R,319.0,A,,R,0.0,R,453.0,R,161.0,R,292.0,A,,R,0.0,R,36.0,R,9.0,R,27.0,A,,R,0.0,R,2.0,R,1.0,R,356.0,R,73.0,S,,S,,S,,S,,S,,S,,R,18.0,R,20.0,R,23.0,R,16.0,R,20.0,R,22.0,R,16.0,R,19.0,R,23.0
219082,1,1,1,3,3,3,5,1,3,3,3,3,R,988,R,608,R,366,A,,R,14.0,R,967.0,R,597.0,R,356.0,A,,R,14.0,R,394.0,R,278.0,R,116.0,A,,R,0.0,R,388.0,R,273.0,R,115.0,A,,R,0.0,R,6.0,R,5.0,R,1.0,A,,R,0.0,R,43.0,R,11.0,R,306.0,R,78.0,R,490.0,R,590.0,R,660.0,R,530.0,R,600.0,R,680.0,R,20.0,R,22.0,R,26.0,R,18.0,R,21.0,R,24.0,R,18.0,R,23.0,R,27.0
219091,1,3,1,3,3,3,3,1,3,3,3,3,R,1153,R,688,R,465,A,,R,0.0,R,839.0,R,498.0,R,341.0,A,,R,0.0,R,184.0,R,101.0,R,83.0,A,,R,0.0,R,184.0,R,101.0,R,83.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
219198,1,5,1,3,3,3,5,5,3,3,3,3,R,1290,R,809,R,481,A,,R,0.0,R,621.0,R,376.0,R,245.0,A,,R,0.0,R,163.0,R,87.0,R,76.0,A,,R,0.0,R,148.0,R,72.0,R,76.0,A,,R,0.0,R,15.0,R,15.0,R,0.0,A,,R,0.0,A,,A,,R,96.0,R,59.0,A,,A,,A,,A,,A,,A,,R,19.0,R,22.0,R,24.0,A,,A,,A,,A,,A,,A,
219240,5,3,5,3,1,3,5,5,3,5,5,3,R,35,R,19,R,16,A,,R,0.0,R,26.0,R,12.0,R,14.0,A,,R,0.0,R,4.0,R,4.0,R,0.0,A,,R,0.0,A,,A,,A,,A,,A,,R,4.0,R,4.0,A,,A,,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
219259,1,1,1,1,5,3,5,1,3,3,5,3,R,1082,R,444,R,638,R,0.0,R,0.0,R,1004.0,R,408.0,R,596.0,A,,R,0.0,R,319.0,R,134.0,R,185.0,A,,R,0.0,R,305.0,R,128.0,R,177.0,A,,R,0.0,R,14.0,R,6.0,R,8.0,A,,R,0.0,R,2.0,R,1.0,R,260.0,R,82.0,S,,S,,S,,S,,S,,S,,R,18.0,R,21.0,R,24.0,R,16.0,R,20.0,R,23.0,R,17.0,R,21.0,R,25.0
219347,5,3,1,5,3,3,5,1,3,3,5,3,R,1539,R,1147,R,392,R,0.0,R,0.0,R,1312.0,R,988.0,R,324.0,A,,R,0.0,R,496.0,R,397.0,R,99.0,A,,R,0.0,R,484.0,R,386.0,R,98.0,A,,R,0.0,R,12.0,R,11.0,R,1.0,A,,R,0.0,R,123.0,R,26.0,R,372.0,R,78.0,R,560.0,R,610.0,R,650.0,R,570.0,R,620.0,R,670.0,R,23.0,R,26.0,R,29.0,R,21.0,R,24.0,R,28.0,R,24.0,R,27.0,R,29.0
219356,1,1,1,1,5,3,5,1,3,3,5,3,R,5884,R,2642,R,3242,A,,R,0.0,R,5808.0,R,2607.0,R,3201.0,A,,R,0.0,R,2274.0,R,1039.0,R,1235.0,A,,R,0.0,R,2207.0,R,1013.0,R,1194.0,A,,R,0.0,R,67.0,R,26.0,R,41.0,A,,R,0.0,R,43.0,R,2.0,R,1840.0,R,81.0,R,520.0,R,570.0,R,640.0,R,520.0,R,580.0,R,660.0,R,19.0,R,22.0,R,26.0,R,18.0,R,21.0,R,25.0,R,18.0,R,23.0,R,26.0
219383,1,3,3,5,3,3,3,3,3,3,3,3,R,2478,R,888,R,1563,A,,R,27.0,R,2034.0,R,733.0,R,1281.0,A,,R,20.0,R,310.0,R,120.0,R,190.0,A,,R,0.0,R,308.0,R,119.0,R,189.0,A,,R,0.0,R,2.0,R,1.0,R,1.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
219471,5,5,1,1,5,3,5,1,3,3,3,3,R,5349,R,1964,R,3385,A,,R,0.0,R,5293.0,R,1925.0,R,3368.0,A,,R,0.0,R,1359.0,R,451.0,R,908.0,A,,R,0.0,R,1327.0,R,441.0,R,886.0,A,,R,0.0,R,32.0,R,10.0,R,22.0,A,,R,0.0,R,30.0,R,2.0,R,998.0,R,73.0,R,570.0,R,610.0,R,650.0,R,540.0,R,585.0,R,680.0,R,19.0,R,22.0,R,25.0,R,18.0,R,22.0,R,25.0,R,18.0,R,22.0,R,25.0
219602,1,3,1,3,3,3,5,1,3,3,3,3,R,5559,R,2081,R,3466,R,12.0,R,0.0,R,5334.0,R,1991.0,R,3337.0,R,6.0,R,0.0,R,1645.0,R,652.0,R,993.0,R,0.0,R,0.0,R,1444.0,R,538.0,R,906.0,A,,R,0.0,R,201.0,R,114.0,R,87.0,A,,R,0.0,R,29.0,R,2.0,R,811.0,R,49.0,R,468.0,R,525.0,R,575.0,R,475.0,R,520.0,R,590.0,R,18.0,R,20.0,R,23.0,R,16.0,R,20.0,R,23.0,R,16.0,R,18.0,R,22.0
219639,1,3,1,5,3,3,1,1,3,3,3,3,R,152,R,16,R,136,A,,R,0.0,R,103.0,R,12.0,R,91.0,A,,R,0.0,R,43.0,R,4.0,R,39.0,A,,R,0.0,R,38.0,R,3.0,R,35.0,A,,R,0.0,R,5.0,R,1.0,R,4.0,A,,R,0.0,Z,0.0,Z,0.0,R,43.0,R,100.0,A,,A,,A,,A,,A,,A,,R,19.0,R,20.0,R,21.0,R,19.0,R,20.0,R,22.0,R,17.0,R,20.0,R,22.0
219709,1,5,1,1,1,3,5,1,3,5,5,5,R,8950,R,2829,R,6121,A,,R,0.0,R,8624.0,R,2691.0,R,5933.0,A,,R,0.0,R,1669.0,R,578.0,R,1091.0,A,,R,0.0,R,1662.0,R,577.0,R,1085.0,A,,R,0.0,R,7.0,R,1.0,R,6.0,A,,R,0.0,R,338.0,R,20.0,R,716.0,R,43.0,R,600.0,R,640.0,R,690.0,R,560.0,R,610.0,R,660.0,R,23.0,R,27.0,R,30.0,R,23.0,R,28.0,R,33.0,R,22.0,R,25.0,R,27.0
219718,1,1,3,5,3,3,5,5,3,5,3,3,R,3318,R,1330,R,1988,R,0.0,R,0.0,R,3224.0,R,1277.0,R,1947.0,A,,R,0.0,R,402.0,R,233.0,R,169.0,A,,R,0.0,R,369.0,R,219.0,R,150.0,A,,R,0.0,R,33.0,R,14.0,R,19.0,A,,R,0.0,R,101.0,R,25.0,R,402.0,R,100.0,R,300.0,R,475.0,R,525.0,R,325.0,R,500.0,R,575.0,R,16.0,R,20.0,R,24.0,R,16.0,R,19.0,R,24.0,R,16.0,R,20.0,R,24.0
219806,1,3,1,1,5,3,5,1,3,5,5,3,R,2991,R,1286,R,1705,R,0.0,R,0.0,R,2042.0,R,857.0,R,1185.0,A,,R,0.0,R,367.0,R,197.0,R,170.0,A,,R,0.0,R,360.0,R,191.0,R,169.0,A,,R,0.0,R,7.0,R,6.0,R,1.0,A,,R,0.0,R,35.0,R,10.0,R,264.0,R,72.0,R,480.0,R,520.0,R,570.0,R,460.0,R,520.0,R,560.0,R,19.0,R,22.0,R,25.0,R,17.0,R,21.0,R,25.0,R,17.0,R,20.0,R,24.0
219833,1,5,1,5,5,3,5,1,3,3,1,5,R,1105,R,487,R,616,A,,R,2.0,R,977.0,R,433.0,R,542.0,A,,R,2.0,R,200.0,R,84.0,R,116.0,A,,R,0.0,R,199.0,R,84.0,R,115.0,A,,R,0.0,R,1.0,R,0.0,R,1.0,A,,R,0.0,R,15.0,R,8.0,R,112.0,R,56.0,R,540.0,R,605.0,R,640.0,R,500.0,R,610.0,R,660.0,R,18.0,R,20.0,R,23.0,R,18.0,R,21.0,R,24.0,R,17.0,R,18.0,R,23.0
219903,3,3,1,3,3,3,3,3,1,5,3,3,R,597,R,42,R,555,R,0.0,R,0.0,R,438.0,R,28.0,R,410.0,A,,R,0.0,R,351.0,R,23.0,R,328.0,A,,R,0.0,R,351.0,R,23.0,R,328.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
219949,1,5,1,5,5,5,3,1,3,3,5,3,R,2788,R,1150,R,1638,R,0.0,R,0.0,R,1868.0,R,748.0,R,1120.0,A,,R,0.0,R,673.0,R,328.0,R,345.0,A,,R,0.0,R,667.0,R,325.0,R,342.0,A,,R,0.0,R,6.0,R,3.0,R,3.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
219976,1,5,1,3,1,3,5,1,3,3,1,5,R,4244,R,1576,R,2668,A,,R,0.0,R,2828.0,R,1024.0,R,1804.0,A,,R,0.0,R,711.0,R,266.0,R,445.0,A,,R,0.0,R,705.0,R,263.0,R,442.0,A,,R,0.0,R,6.0,R,3.0,R,3.0,A,,R,0.0,R,96.0,R,14.0,R,342.0,R,48.0,R,580.0,R,620.0,R,680.0,R,565.0,R,620.0,R,670.0,R,22.0,R,26.0,R,29.0,R,22.0,R,26.0,R,31.0,R,21.0,R,25.0,R,27.0
220075,1,3,1,1,3,3,5,1,3,3,3,5,R,9903,R,3355,R,6545,A,,R,3.0,R,8622.0,R,2880.0,R,5741.0,A,,R,1.0,R,2141.0,R,782.0,R,1359.0,A,,R,0.0,R,2096.0,R,764.0,R,1332.0,A,,R,0.0,R,45.0,R,18.0,R,27.0,A,,R,0.0,R,150.0,R,7.0,R,1713.0,R,80.0,R,490.0,R,540.0,R,600.0,R,460.0,R,510.0,R,570.0,R,19.0,R,22.0,R,26.0,R,19.0,R,22.0,R,25.0,R,17.0,R,21.0,R,25.0
220181,1,5,1,5,5,3,5,1,3,5,5,5,R,7982,R,2530,R,5195,Z,0.0,R,257.0,R,4622.0,R,1242.0,R,3380.0,A,,R,0.0,R,320.0,R,97.0,R,223.0,A,,R,0.0,R,314.0,R,94.0,R,220.0,A,,R,0.0,R,6.0,R,3.0,R,3.0,A,,R,0.0,R,98.0,R,52.0,R,79.0,R,25.0,R,590.0,R,635.0,R,700.0,R,570.0,R,695.0,R,780.0,R,20.0,R,22.0,R,25.0,R,21.0,R,22.0,R,26.0,R,17.0,R,20.0,R,23.0
220215,1,3,1,3,5,3,5,1,3,3,5,3,R,1077,R,393,R,683,S,,S,,R,976.0,R,363.0,R,612.0,S,,S,,R,269.0,R,118.0,R,151.0,S,,S,,R,268.0,R,118.0,R,150.0,S,,S,,R,1.0,R,0.0,R,1.0,S,,S,,R,28.0,R,11.0,R,240.0,R,89.0,R,467.0,R,505.0,R,542.0,R,467.0,R,505.0,R,542.0,R,19.0,R,22.0,R,26.0,R,18.0,R,22.0,R,26.0,R,17.0,R,20.0,R,24.0
220464,5,3,5,5,1,3,1,3,3,5,3,3,R,31,R,6,R,25,R,0.0,R,0.0,R,26.0,R,6.0,R,20.0,A,,R,0.0,R,18.0,R,6.0,R,12.0,A,,R,0.0,R,16.0,R,6.0,R,10.0,A,,R,0.0,R,2.0,R,0.0,R,2.0,A,,R,0.0,R,0.0,R,0.0,R,18.0,R,100.0,A,,A,,A,,A,,A,,A,,R,18.0,R,20.0,R,23.0,R,16.0,R,20.0,R,23.0,R,15.0,R,17.0,R,20.0
220473,1,3,1,5,1,5,1,1,3,5,1,5,R,610,R,243,R,367,A,,R,0.0,R,328.0,R,127.0,R,201.0,A,,R,0.0,R,181.0,R,67.0,R,114.0,A,,R,0.0,R,170.0,R,61.0,R,109.0,A,,R,0.0,R,11.0,R,6.0,R,5.0,A,,R,0.0,R,33.0,R,22.0,R,116.0,R,67.0,R,460.0,R,500.0,R,530.0,R,430.0,R,510.0,R,560.0,R,19.0,R,21.0,R,24.0,R,19.0,R,21.0,R,24.0,R,17.0,R,19.0,R,24.0
220516,1,3,1,3,3,5,3,1,3,3,3,3,R,1195,R,464,R,731,S,,S,,R,650.0,R,249.0,R,401.0,S,,S,,R,166.0,R,77.0,R,89.0,S,,S,,R,163.0,R,75.0,R,88.0,S,,S,,R,3.0,R,2.0,R,1.0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
220604,1,3,1,3,3,3,3,5,3,3,3,3,R,212,R,79,R,133,A,,R,0.0,R,206.0,R,76.0,R,130.0,A,,R,0.0,R,159.0,R,64.0,R,95.0,A,,R,0.0,R,129.0,R,52.0,R,77.0,A,,R,0.0,R,30.0,R,12.0,R,18.0,A,,R,0.0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
220613,1,3,1,5,5,3,5,1,3,3,5,3,R,2150,R,687,R,1463,R,0.0,R,0.0,R,1552.0,R,493.0,R,1059.0,A,,R,0.0,R,553.0,R,186.0,R,367.0,A,,R,0.0,R,547.0,R,184.0,R,363.0,A,,R,0.0,R,6.0,R,2.0,R,4.0,A,,R,0.0,R,112.0,R,20.0,R,420.0,R,76.0,R,520.0,R,580.0,R,630.0,R,500.0,R,540.0,R,610.0,R,20.0,R,23.0,R,26.0,R,20.0,R,24.0,R,28.0,R,17.0,R,21.0,R,25.0
220631,1,3,1,3,3,3,5,1,3,3,3,3,R,4007,R,1316,R,2667,A,,R,24.0,R,2375.0,R,700.0,R,1663.0,A,,R,12.0,R,368.0,R,118.0,R,250.0,A,,R,0.0,R,350.0,R,116.0,R,234.0,A,,R,0.0,R,18.0,R,2.0,R,16.0,A,,R,0.0,R,38.0,R,10.0,R,263.0,R,71.0,R,493.0,R,545.0,R,610.0,R,513.0,R,565.0,R,610.0,R,19.0,R,21.0,R,24.0,R,18.0,R,21.0,R,24.0,R,17.0,R,20.0,R,24.0
220701,1,3,1,3,3,3,1,1,3,3,3,3,R,613,R,197,R,416,A,,R,0.0,R,507.0,R,167.0,R,340.0,A,,R,0.0,R,185.0,R,77.0,R,108.0,A,,R,0.0,R,184.0,R,77.0,R,107.0,A,,R,0.0,R,1.0,R,0.0,R,1.0,A,,R,0.0,R,11.0,R,6.0,R,169.0,R,91.0,R,480.0,R,530.0,R,565.0,R,515.0,R,530.0,R,585.0,R,19.0,R,21.0,R,23.0,R,18.0,R,22.0,R,24.0,R,17.0,R,19.0,R,22.0
220710,1,5,1,1,5,3,5,5,5,3,5,3,R,2809,R,1202,R,1584,S,,S,,R,1845.0,R,725.0,R,1104.0,S,,S,,R,317.0,R,141.0,R,175.0,S,,S,,R,317.0,R,141.0,R,175.0,S,,S,,R,0.0,R,0.0,R,0.0,S,,S,,R,26.0,R,8.0,R,245.0,R,77.0,R,513.0,R,545.0,R,590.0,R,505.0,R,550.0,R,598.0,R,20.0,R,24.0,R,28.0,R,19.0,R,23.0,R,29.0,R,17.0,R,22.0,R,26.0
220862,1,5,1,5,5,5,5,1,3,5,5,5,R,15640,R,5888,R,9748,A,,R,4.0,R,14605.0,R,5418.0,R,9183.0,A,,R,4.0,R,2591.0,R,1057.0,R,1534.0,A,,R,0.0,R,2535.0,R,1035.0,R,1500.0,A,,R,0.0,R,56.0,R,22.0,R,34.0,A,,R,0.0,R,84.0,R,3.0,R,2006.0,R,77.0,R,465.0,R,540.0,R,615.0,R,440.0,R,530.0,R,590.0,R,17.0,R,20.0,R,24.0,R,16.0,R,20.0,R,24.0,R,16.0,R,18.0,R,23.0
220978,1,3,1,5,5,3,1,5,3,5,5,3,R,14763,R,6390,R,8373,A,,R,0.0,R,10039.0,R,4346.0,R,5693.0,A,,R,0.0,R,3126.0,R,1533.0,R,1593.0,A,,R,0.0,R,3070.0,R,1508.0,R,1562.0,A,,R,0.0,R,56.0,R,25.0,R,31.0,A,,R,0.0,R,221.0,R,7.0,R,2880.0,R,92.0,R,510.0,R,560.0,R,630.0,R,490.0,R,540.0,R,600.0,R,19.0,R,22.0,R,26.0,R,19.0,R,22.0,R,26.0,R,17.0,R,20.0,R,24.0
221351,1,5,1,1,1,5,5,1,3,5,1,5,R,6025,R,2653,R,3251,R,121.0,R,0.0,R,2993.0,R,1204.0,R,1723.0,R,66.0,R,0.0,R,483.0,R,215.0,R,256.0,R,12.0,R,0.0,R,482.0,R,215.0,R,255.0,R,12.0,R,0.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,38.0,R,8.0,R,107.0,R,22.0,R,650.0,R,690.0,R,730.0,R,640.0,R,710.0,R,760.0,R,28.0,R,30.0,R,33.0,R,30.0,R,34.0,R,35.0,R,26.0,R,28.0,R,31.0
221519,1,5,1,1,1,5,5,1,3,5,1,5,R,5018,R,2365,R,2601,R,52.0,R,0.0,R,2554.0,R,1057.0,R,1472.0,R,25.0,R,0.0,R,449.0,R,200.0,R,241.0,R,8.0,R,0.0,R,449.0,R,200.0,R,241.0,R,8.0,R,0.0,A,,A,,A,,A,,A,,R,78.0,R,17.0,R,176.0,R,39.0,R,633.0,R,660.0,R,710.0,R,603.0,R,645.0,R,688.0,R,27.0,R,29.0,R,32.0,R,29.0,R,33.0,R,35.0,R,25.0,R,27.0,R,29.0
221661,1,3,1,5,3,3,5,1,3,3,5,3,R,2731,R,1143,R,1421,A,,R,167.0,R,1819.0,R,789.0,R,1029.0,A,,R,1.0,R,758.0,R,347.0,R,411.0,A,,R,0.0,R,750.0,R,342.0,R,408.0,A,,R,0.0,R,8.0,R,5.0,R,3.0,A,,R,0.0,R,321.0,R,42.0,R,486.0,R,64.0,R,500.0,R,570.0,R,650.0,R,470.0,R,540.0,R,620.0,R,18.0,R,22.0,R,26.0,R,18.0,R,22.0,R,27.0,R,17.0,R,20.0,R,25.0
221731,1,5,1,5,5,3,5,1,3,5,5,3,R,988,R,338,R,650,A,,R,0.0,R,587.0,R,196.0,R,391.0,A,,R,0.0,R,168.0,R,69.0,R,99.0,A,,R,0.0,R,168.0,R,69.0,R,99.0,A,,R,0.0,R,0.0,R,0.0,R,0.0,A,,R,0.0,R,10.0,R,6.0,R,143.0,R,85.0,R,470.0,R,550.0,R,570.0,R,490.0,R,510.0,R,530.0,R,17.0,R,20.0,R,23.0,R,16.0,R,20.0,R,24.0,R,16.0,R,19.0,R,22.0
221740,1,3,1,5,3,3,1,1,3,3,3,3,R,9096,R,3188,R,5754,R,0.0,R,154.0,R,7006.0,R,2547.0,R,4459.0,A,,R,0.0,R,2381.0,R,968.0,R,1413.0,A,,R,0.0,R,2359.0,R,958.0,R,1401.0,A,,R,0.0,R,22.0,R,10.0,R,12.0,A,,R,0.0,R,155.0,R,7.0,R,2231.0,R,94.0,R,510.0,R,550.0,R,605.0,R,495.0,R,530.0,R,580.0,R,20.0,R,22.0,R,25.0,R,19.0,R,22.0,R,25.0,R,17.0,R,20.0,R,24.0
221759,1,1,1,5,5,5,1,1,3,5,1,3,R,50488,R,20334,R,30154,A,,R,0.0,R,23221.0,R,9363.0,R,13858.0,A,,R,0.0,R,6694.0,R,3035.0,R,3659.0,A,,R,0.0,R,6689.0,R,3031.0,R,3658.0,A,,R,0.0,R,5.0,R,4.0,R,1.0,A,,R,0.0,R,1877.0,R,28.0,R,5236.0,R,78.0,R,600.0,R,630.0,R,670.0,R,590.0,R,630.0,R,670.0,R,25.0,R,28.0,R,31.0,R,24.0,R,28.0,R,32.0,R,24.0,R,26.0,R,29.0
221768,1,3,1,1,3,3,1,1,3,3,3,3,R,5199,R,1658,R,3513,R,15.0,R,13.0,R,4540.0,R,1403.0,R,3112.0,R,15.0,R,10.0,R,1118.0,R,390.0,R,716.0,R,12.0,R,0.0,R,1113.0,R,387.0,R,714.0,R,12.0,R,0.0,R,5.0,R,3.0,R,2.0,R,0.0,R,0.0,R,35.0,R,3.0,R,1108.0,R,99.0,R,500.0,R,560.0,R,620.0,R,500.0,R,530.0,R,590.0,R,19.0,R,21.0,R,24.0,R,18.0,R,21.0,R,25.0,R,17.0,R,20.0,R,24.0
221838,1,3,1,5,5,5,5,5,5,5,5,3,R,12890,R,4138,R,8729,R,0.0,R,23.0,R,11940.0,R,3739.0,R,8180.0,A,,R,21.0,R,1770.0,R,606.0,R,1164.0,A,,R,0.0,R,1734.0,R,586.0,R,1148.0,A,,R,0.0,R,36.0,R,20.0,R,16.0,A,,R,0.0,R,56.0,R,3.0,R,631.0,R,36.0,R,433.0,R,500.0,R,538.0,R,423.0,R,485.0,R,530.0,R,16.0,R,19.0,R,21.0,R,14.0,R,18.0,R,21.0,R,15.0,R,17.0,R,20.0
